"SERIAL 
NUMBER",BANK NAME,BANK ID,BRANCH NAME,BRANCH ADDRESS,MAP COORDINATES,BRANCH POPULATION,POPULATION RATIO,YEAR,REVENUE,EXPENSE,PROFIT,BRANCH CODE,DIVISION NAME,DISTRICT NAME,THANA NAME
892,AGRANI BANK PLC,11,ROHANPUR,"Rohanpur, Gomostapur, Chapai Nawabganj 6320","24.58206825362595, 88.26902911177801",151703,0.84%,2023,98386553.96,77284385.37,849008.53,111142,RAJSHAHI,"CHAPAINAWABGAN
J",GOMOSTAPUR
893,AGRANI BANK PLC,11,SADARGHAT,"Sadarghat, Chapai Nawabganj 6300","23.74658012988402, 90.36394987216643",106447,0.37%,2023,59335704.18,46609249.37,512026.46,111143,RAJSHAHI,"CHAPAINAWABGAN
J","CHAPAINAWABGANJ
SADAR"
894,AGRANI BANK PLC,11,SHIBGONJ,"Shibganj, Chapai Nawabganj 6340","24.680817279319687, 88.1565250967455",118236,0.65%,2023,76681542.73,60234713.6,661709.16,111144,RAJSHAHI,"CHAPAINAWABGAN
J",SHIBGANJ
895,AGRANI BANK PLC,11,NILPHAMARI,"Station Road, Nilphamari Sadar, Nilphamari 5300","25.939370233114246, 88.84787852561001",523950,5.10%,2023,278590553.1,218837826.9,2404045.54,111150,RANGPUR,NILPHAMARI,NILPHAMARI SADAR
896,AGRANI BANK PLC,11,SAIDPUR,"Dinajpur Road, Saidpur, Nilphamari 5310","25.944776546854005, 88.84595212878176",105784,1.03%,2023,56246845.14,44182895.73,485371.73,111151,RANGPUR,NILPHAMARI,SAYEDPUR
897,AGRANI BANK PLC,11,SAIDPUR CAN'T,"Cantonment, Saidpur, Nilphamari 5310","25.785584843754002, 88.89401704136252",158677,1.54%,2023,84370267.7,66274343.6,728057.59,111152,RANGPUR,NILPHAMARI,SAYEDPUR
898,AGRANI BANK PLC,11,JALDHAKA,Dalia Road Jaldhaka Nilphamari,"26.027026322441742, 89.01667485042192",340672,3.31%,2023,181139423.5,142288234,1563109.08,111153,RANGPUR,NILPHAMARI,JALDHAKA
899,AGRANI BANK PLC,11,ABDUL HAMID ROAD,"Abdul Hamid Road, Pabna 6600","24.007031187215436, 89.23731881685123",64727,0.36%,2023,41978578.22,32974918.68,362246.36,111156,RAJSHAHI,PABNA,PABNA SADAR
900,AGRANI BANK PLC,11,ATGHORIA,"Atghoria Bazar, Pabna 6610","24.201313029407288, 89.27189016096335",157254,0.87%,2023,101986874.7,80112501.24,880076.83,111157,RAJSHAHI,PABNA,ATGHORIA
901,AGRANI BANK PLC,11,BARAL BRIDGE,"Baral Bridge, Vangura, Pabna 6640","24.22562290719518, 89.3765044055949",124433,0.69%,2023,80700858.35,63391957.39,696393.1,111158,RAJSHAHI,PABNA,BHANGURA
902,AGRANI BANK PLC,11,COLLEGE GATE,"College Gate, Ishwardi Road, Pabna 6600","24.0120886858151, 89.23804795069638",77672,0.43%,2023,50374293.86,39569902.42,434695.63,111159,RAJSHAHI,PABNA,PABNA SADAR
903,AGRANI BANK PLC,11,COURT ROAD,"52/1 Court Road, Narayanganj 1400","23.615454040818573, 90.50226589177339",264720,0.73%,2023,150537783.9,118250102.6,1299037.91,111160,RAJSHAHI,PABNA,PABNA SADAR
904,AGRANI BANK PLC,11,DUBLIA BAZAR,"Dublia Bazar, Pabna 6600","23.972173980784163, 89.36005821207529",51782,0.29%,2023,33582862.57,26379934.94,289797.09,111161,RAJSHAHI,PABNA,PABNA SADAR
905,AGRANI BANK PLC,11,HMM ROAD,"HMM Road, Pabna 6600","24.013950993131623, 89.23720121608208",56097,0.31%,2023,36381434.45,28578262.86,313946.85,111162,RAJSHAHI,PABNA,PABNA SADAR
906,AGRANI BANK PLC,11,ISHWARDI,"Station Road, Ishwardi, Pabna 6620","24.13163716809534, 89.06517086975109",313932,1.73%,2023,203600185.3,159931561.3,1756930.06,111163,RAJSHAHI,PABNA,ISHWARDI
907,AGRANI BANK PLC,11,MIRZAPUR HAT,"Mirzapur Hat, Austomnisha, Chatmohar, Pabna 6640","24.234948994502204, 89.28748302759644",81514,0.45%,2023,52865719.57,41526961.56,456194.93,111165,RAJSHAHI,PABNA,CHATMOHAR
908,AGRANI BANK PLC,11,MULADULI,"Station Road, Ishwardi, Pabna 6620","24.16616503620676, 89.1415961832431",75344,0.42%,2023,48864044.48,38383574.71,421663.22,111166,RAJSHAHI,PABNA,ISHWARDI
909,AGRANI BANK PLC,11,NAGARBARI GHAT,Nagarbari Ghat Beara Pabna,"24.006095861743788, 89.22515950566608",103367,0.57%,2023,67038466.92,52659906.3,578496.03,111167,RAJSHAHI,PABNA,AMINPUR
910,AGRANI BANK PLC,11,NAZIRGONJ,"Sujanagar, Pabna 6660","23.941057128645756, 89.40665334091086",91772,0.51%,2023,59518402.26,46752761.95,513603.02,111168,RAJSHAHI,PABNA,SUJANAGAR
911,AGRANI BANK PLC,11,DASHURIA,"Station Road, Ishwardi, Pabna 6620","24.111685048132454, 89.12331779673326",78483,0.43%,2023,50900046.33,39982890.32,439232.52,111169,RAJSHAHI,PABNA,ISHWARDI
912,AGRANI BANK PLC,11,PUSHPOPARA HAT,"Pushpapara, Pabna 6600","24.0006142534956, 89.23325814853686",1829,0.01%,2023,1186390.11,931930.5,10237.73,111170,RAJSHAHI,PABNA,ATAIKULA
913,AGRANI BANK PLC,11,RAILBAZAR,"Rail Bazar, Chatmohar, Pabna 6630","24.231986713035308, 89.28799129719496",69869,0.39%,2023,45313473.92,35594538.48,391024.22,111171,RAJSHAHI,PABNA,CHATMOHAR
914,AGRANI BANK PLC,11,KASHINATHPUR BAZAR,"Kashinathpur, Bera, Pabna 6680","24.078124610297216, 89.61640780589799",115557,0.64%,2023,74944242.95,58870033.76,646717.45,111172,RAJSHAHI,PABNA,BERA
915,AGRANI BANK PLC,11,ROOPPUR,"Station Road, Ishwardi, Pabna 6620","24.092360663236217, 89.07794136604299",72204,0.40%,2023,46828042.63,36784259.1,404093.91,111173,RAJSHAHI,PABNA,ISHWARDI
916,AGRANI BANK PLC,11,SHAMGONJ HAT,"Trimohani Bazar, Natun Mirpur, Bera, Pabna 6682","24.00118981138473, 89.22654706527476",97460,0.54%,2023,63207697.38,49650768.79,545439.11,111174,RAJSHAHI,PABNA,AMINPUR
917,AGRANI BANK PLC,11,SHIBRAMPUR,"Hazi Abdul Gani Road, Pabna 6600","24.01483170784257, 89.23896119232886",94933,0.52%,2023,61568581.38,48363214.07,531294.66,111175,RAJSHAHI,PABNA,PABNA SADAR
918,AGRANI BANK PLC,11,SUJANAGAR,"Sujanagar, Pabna 6660","23.941076740170917, 89.40665334091086",278096,1.54%,2023,180358794.7,141675036.2,1556372.79,111176,RAJSHAHI,PABNA,SUJANAGAR
919,AGRANI BANK PLC,11,ATAIKULA,ATAIKULA BAZAR ATAIKULA ATAIKULA 6600 PABNA,"24.000552707159187, 89.23326725440337",3326,0.02%,2023,2157072.92,1694419.09,18614.06,111177,RAJSHAHI,PABNA,ATAIKULA
920,AGRANI BANK PLC,11,BERA,"Nolkhola Branch, Old Varenga, P.O- Old Varenga , P.S- Bera, Pabna. Puran Bharenga.. P.C. 6683, Bera, Pabna.","24.080005297934985, 89.61363976615026",256793,1.42%,2023,166542762.1,130822297.3,1437149.9,111178,RAJSHAHI,PABNA,BERA
921,AGRANI BANK PLC,11,CHATMOHAR,"67JQ+54P, R604, Chatmohar","24.23075987107241, 89.28777052371841",291121,1.61%,2023,188806141.3,148310577,1629267.6,111179,RAJSHAHI,PABNA,CHATMOHAR
922,AGRANI BANK PLC,11,CHAKLAHAT,"Chaklahat, Panchagarh 5000","26.33151915257685, 88.555905981438",67927,0.66%,2023,36117474.67,28370917.76,311669.05,111185,RANGPUR,PANCHAGARH,PANCHAGARH SADAR
923,AGRANI BANK PLC,11,JAGDALHAT,"Jagdalhat, Panchagarh 5000","26.3315095369372, 88.555905981438",76078,0.74%,2023,40451571.63,31775427.89,349069.34,111186,RANGPUR,PANCHAGARH,PANCHAGARH SADAR
924,AGRANI BANK PLC,11,ATWARI (MIRZAPUR),"Mirzapur, Atwari, Panchagarh 5041","26.277705106984985, 88.43900660955865",133650,1.30%,2023,71063321.74,55821501.23,613227.76,111187,RANGPUR,PANCHAGARH,ATWARI
925,AGRANI BANK PLC,11,PANCHAGARH,"Panchagarh Bazar, Panchagarh 5000","26.33152876821571, 88.55595962561915",65210,0.63%,2023,34672775.69,27236081.05,299202.29,111188,RANGPUR,PANCHAGARH,PANCHAGARH SADAR
926,AGRANI BANK PLC,11,SHALBAHANHAT,"Shalbahanhat, Tetulia, Panchagarh 5030","26.47193126779129, 88.352258872976",125454,1.22%,2023,66705409.4,52398283.69,575621.97,111189,RANGPUR,PANCHAGARH,TETULIA
927,AGRANI BANK PLC,11,TUNIRHAT,"Tunirhat, Panchagarh Sadar, Panchagarh 5000","26.338144599802725, 88.64312272747297",62493,0.61%,2023,33228076.7,26101244.34,286735.53,111190,RANGPUR,PANCHAGARH,PANCHAGARH SADAR
928,AGRANI BANK PLC,11,BAJUBAGHA,"Narayanpur Bazar, Bagha, Rajshahi 6280","24.20662948625793, 88.82795375922065",184183,1.02%,2023,119451642.2,93831386.27,1030785.81,111200,RAJSHAHI,RAJSHAHI,BAGHA
929,AGRANI BANK PLC,11,GODAGARI,"Baneswar Bazar Branch, Baneswar union , P.O-Baneswar, P.S- Puthia, Rajshahi. Godagari.. P.C. 6290, Godagari, Rajshahi.","24.46731617399666, 88.32436825070612",330924,1.83%,2023,214620324.6,168588076.4,1852026.31,111201,RAJSHAHI,RAJSHAHI,GODAGARI
930,AGRANI BANK PLC,11,BANESWAR BAZAR,"Dhaka Road, Puthia, Rajshahi 6260","24.371520225132322, 88.8417433795403",114120,0.63%,2023,74012051.5,58137780.82,638673.28,111202,RAJSHAHI,RAJSHAHI,PUTHIA
931,AGRANI BANK PLC,11,CHARGHAT,"Charghat Bazar, Charghat, Rajshahi 6270","24.28295376013561, 88.74844372124737",206788,1.14%,2023,134112085.2,105347424.6,1157295.38,111203,RAJSHAHI,RAJSHAHI,CHARGHAT
932,AGRANI BANK PLC,11,HARIAN,"Rajshahi Sugar Mills, Paba, Rajshahi 6211","24.38000923934577, 88.68095180252567",141388,0.78%,2023,91697130.99,72029724.83,791283.4,111204,RAJSHAHI,RAJSHAHI,PABA
933,AGRANI BANK PLC,11,LAXMIPUR,"WRPH+Q7C, College Rd, Lakshmipur 3700","22.93716631233146, 90.8281960697264",198483,0.70%,2023,110638565.7,86908558.2,954735,111205,RAJSHAHI,RAJSHAHI,RAJPARA
934,AGRANI BANK PLC,11,NAGAR BHABAN,"Santahar Road, Santahar, Naogaon 5891","24.780357638103897, 88.99663366033369",58811,0.32%,2023,38141926.34,29961160.5,329138.68,111206,RAJSHAHI,RAJSHAHI,BOALIA
935,AGRANI BANK PLC,11,MALOPARA,"Santahar Road, Santahar, Naogaon 5891","24.506155436354433, 88.58276078259907",52930,0.29%,2023,34327733.71,26965044.45,296224.82,111207,RAJSHAHI,RAJSHAHI,BOALIA
936,AGRANI BANK PLC,11,NAWHATA,"Nawhata, Lalitganj, Paba, Rajshahi 6210","24.45701309258456, 88.6134587766392",172808,0.95%,2023,112074271.2,88036330.35,967124.15,111208,RAJSHAHI,RAJSHAHI,PABA
937,AGRANI BANK PLC,11,NEWMARKET,"Dr Tota Sarak, Madaripur 7900","23.167893588603334, 90.21289161827463",101268,1.30%,2023,65928753.31,51788206.54,568919.96,111209,RAJSHAHI,RAJSHAHI,BOALIA
938,AGRANI BANK PLC,11,PUTHIA,"Dhaka Road, Puthia, Rajshahi 6260","24.370182000514223, 88.84690069488518",207490,1.15%,2023,134567366.4,105705056,1161224.15,111210,RAJSHAHI,RAJSHAHI,PUTHIA
939,AGRANI BANK PLC,11,RAIGHATI,"Keshorhat, Mohanpur, Rajshahi 6220","24.59223059127393, 88.65478092557984",170021,0.94%,2023,110266895.7,86616604.82,951527.74,111211,RAJSHAHI,RAJSHAHI,MOHANPUR
940,AGRANI BANK PLC,11,RAJSHAHI CANTONMENT,"Upashahar, Rajshahi Cantonment, Boalia, Rajshahi 6202","24.38797860942765, 88.59966773566515",34468,0.19%,2023,22354072.26,17559520.74,192900.32,111212,RAJSHAHI,RAJSHAHI,RAJPARA
941,AGRANI BANK PLC,11,RAJSHAHI UNIVERSITY,"Rajshahi University, Motihar, Rajshahi 6205","24.367853847336875, 88.63815599488514",126158,0.70%,2023,81819604.83,64270752.61,706047.12,111213,RAJSHAHI,RAJSHAHI,MOTIHAR
942,AGRANI BANK PLC,11,SHAHEB BAZAR,"Santahar Road, Santahar, Naogaon 5891","24.811216351143575, 88.98084552647217",35287,0.19%,2023,22885155.8,17976696.3,197483.21,111214,RAJSHAHI,RAJSHAHI,BOALIA
943,AGRANI BANK PLC,11,BHADRA,"Santahar Road, Santahar, Naogaon 5891","24.37181578796156, 88.62423312186786",44108,0.24%,2023,28606444.76,22470870.37,246854.01,111215,RAJSHAHI,RAJSHAHI,BOALIA
944,AGRANI BANK PLC,11,WAPDA (IRRI),"Santahar Road, Santahar, Naogaon 5891","24.856515761681568, 88.92998341413019",64692,0.36%,2023,41956118.97,32957276.55,362052.55,111216,RAJSHAHI,RAJSHAHI,BOALIA
945,AGRANI BANK PLC,11,ALAMNAGAR,"Station Approach Road, Alamnagar, Kotwali, Rangpur 5402","25.734371519782897, 89.25206226207699",27572,0.27%,2023,14660158.57,11515814.9,126507.12,111225,RANGPUR,RANGPUR,KOTWALI
946,AGRANI BANK PLC,11,BADARGANJ,"Parbatipur Raod, Badarganj, Rangpur 5430","25.655634655350234, 88.91734238142237",287746,2.80%,2023,152998029,120182668.9,1320268.13,111226,RANGPUR,RANGPUR,BADARGANJ
947,AGRANI BANK PLC,11,RANGPUR CADET COLLEGE,"Modern More, Cadet College, Kotwali, Rangpur 5404","25.74333190204171, 89.25529218202966",93687,0.91%,2023,49814511.22,39130183.21,429865.09,111227,RANGPUR,RANGPUR,TAJHAT
948,AGRANI BANK PLC,11,CENTRAL ROAD,"Central Road, Kotwali, Rangpur 5400","25.753031644435723, 89.25943360665914",17546,0.17%,2023,9329191.81,7328245.85,80504.53,111228,RANGPUR,RANGPUR,KOTWALI
949,AGRANI BANK PLC,11,"MEDICAL COLLEGE &
HOSPITAL","Zilla-Rangpur, Thana+ Pouroshava –Rangpur, Ward No-19, Holding No-8, Medical College Campurs, Rangpur","25.754312949739127, 89.2524703811161",12533,0.12%,2023,6663708.44,5234461.32,57503.24,111229,RANGPUR,RANGPUR,KOTWALI
950,AGRANI BANK PLC,11,PAWTANAHAT,"Pawtana, Pirgachha, Rangpur 5450","25.716079319098352, 89.26174033703863",103395,1.01%,2023,54976515.81,43185029.49,474409.65,111230,RANGPUR,RANGPUR,PIRGACHA
951,AGRANI BANK PLC,11,PIRGACHA,"Pirgachha Market, Pirgachha, Rangpur 5450","25.6544235882504, 89.39943713603199",313319,3.05%,2023,166595502.5,130863725.7,1437605.01,111231,RANGPUR,RANGPUR,PIRGACHA
952,AGRANI BANK PLC,11,RANGPUR,"Station Road, Kotwali, Rangpur 5400","25.754010536323126, 89.25273221179677",178664,1.74%,2023,94997810.07,74622466.86,819765.99,111232,RANGPUR,RANGPUR,KOTWALI
953,AGRANI BANK PLC,11,BUS TERMINAL ROAD,"Santahar Road, Santahar, Naogaon 5891","24.8124596149326, 88.96865285544179",20052,0.20%,2023,10661933.5,8375138.11,92005.18,111233,RANGPUR,RANGPUR,KOTWALI
954,AGRANI BANK PLC,11,SHANERHAT,"Shadullahpur Road, Shanerhat, Pirganj, Rangpur 5420","25.443890780399045, 89.08181457003582",212024,2.06%,2023,112735964.9,88556102.48,972834.11,111234,RANGPUR,RANGPUR,PIRGANJ
955,AGRANI BANK PLC,11,NEKMAMUDHAT,"Tambulpur Road, Pirgachha, Rangpur 5450","25.6612107151518, 89.40545053609846",109662,1.07%,2023,58308425.86,45802304.01,503161.75,111236,RANGPUR,RANGPUR,PIRGACHA
956,AGRANI BANK PLC,11,TARAGANJ,"Taraganj Market, Taraganj, Rangpur 5420","25.83826811678429, 89.26337077720366",160885,1.56%,2023,85544500.7,67196724.47,738190.41,111237,RANGPUR,RANGPUR,TARAGANJ
957,AGRANI BANK PLC,11,BAHULI,"Bahuli, Sirajganj 6700","24.461317682155826, 89.70673687172459",83273,0.46%,2023,54006756.67,42423266.46,466041.3,111245,RAJSHAHI,SIRAJGANJ,SIRAJGANJ SADAR
958,AGRANI BANK PLC,11,BELTAIL,"Betkandi Bazar, Betkandi, Shahjadpur, Sirajganj 6770","24.179957740739564, 89.59655523663307",140269,0.77%,2023,90971275.3,71459552.3,785019.76,111246,RAJSHAHI,SIRAJGANJ,SHAHJADPUR
959,AGRANI BANK PLC,11,BRAHMAGACHA,"Dhangara Bazar, Dhangara, Raiganj, Sirajganj 6720","24.524128358104914, 89.53513830706989",47650,0.26%,2023,30903279.92,24275075.18,266674.13,111247,RAJSHAHI,SIRAJGANJ,RAIGANJ
960,AGRANI BANK PLC,11,CHANDAIKONA,"Dhangara Bazar, Dhangara, Raiganj, Sirajganj 6720","24.486029820451613, 89.61068776790509",57180,0.32%,2023,37083935.9,29130090.22,320008.95,111248,RAJSHAHI,SIRAJGANJ,RAIGANJ
961,AGRANI BANK PLC,11,BHUYAGATI,Bhuyagati Bazar Raiganj Sirajganj,"24.49404364102689, 89.50738270706492",17678,0.10%,2023,11465205.77,9006122.74,98936.87,111249,RAJSHAHI,SIRAJGANJ,SALANGA
962,AGRANI BANK PLC,11,ENAYETPUR,"Enayetpur Bazar, Sirajganj 6751","24.23504406270586, 89.69777219787427",29745,0.16%,2023,19291080.59,15153486.39,166468.8,111250,RAJSHAHI,SIRAJGANJ,ENAYETPUR
963,AGRANI BANK PLC,11,GHURKA,"Salonga Bazar, Salonga, Sirajganj 6723","24.46320229944834, 89.70179831752613",21607,0.12%,2023,14013029.27,11007483.35,120922.84,111251,RAJSHAHI,SIRAJGANJ,SALANGA
964,AGRANI BANK PLC,11,KALIBARI,"Kalibari Road, Sirajganj, Sirajganj 6700","24.46115452923065, 89.70684232055079",99928,0.55%,2023,64808108,50907919.75,559249.56,111252,RAJSHAHI,SIRAJGANJ,SIRAJGANJ SADAR
965,AGRANI BANK PLC,11,BELKUCHI,"Belkuchi, Sirajganj 6740","24.293275664240234, 89.69720272557339",352835,1.95%,2023,228830674.8,179750558.8,1974651.9,111253,RAJSHAHI,SIRAJGANJ,BELKUCHI
966,AGRANI BANK PLC,11,PORJANA VATAPARA,"Zamirta Bazar, Shahjadpur, Sirajganj 6770","24.175677735600967, 89.59594281207957",157101,0.87%,2023,101887828.3,80034698.57,879222.13,111255,RAJSHAHI,SIRAJGANJ,SHAHJADPUR
967,AGRANI BANK PLC,11,NEW MARKET,"886/904 HS Sohrawardy Road, Kotwali, Chittagong 4000","23.77484703441177, 90.3648140254482",66439,0.18%,2023,37781730.98,29678220.65,326030.44,111256,RAJSHAHI,SIRAJGANJ,SIRAJGANJ SADAR
968,AGRANI BANK PLC,11,NIMGACHI,"Dhangara Bazar, Dhangara, Raiganj, Sirajganj 6720","24.52629539810716, 89.53420758357169",88946,0.49%,2023,57686122.51,45313473.68,497791.7,111257,RAJSHAHI,SIRAJGANJ,RAIGANJ
969,AGRANI BANK PLC,11,PANGASHI HAT,"Dhangara Bazar, Dhangara, Raiganj, Sirajganj 6720","24.525885685589934, 89.53530594032881",73063,0.40%,2023,47385029.21,37221781.95,408900.33,111258,RAJSHAHI,SIRAJGANJ,RAIGANJ
970,AGRANI BANK PLC,11,RAIGANJ,"Dhangara Bazar, Dhangara, Raiganj, Sirajganj 6720","24.565312815044425, 89.7139053863522",317666,1.75%,2023,206021866.1,161833834.6,1777827.51,111260,RAJSHAHI,SIRAJGANJ,RAIGANJ
971,AGRANI BANK PLC,11,S. S. ROAD,"SS Road, Sirajganj 6700","24.461220023851254, 89.7070158214666",127686,0.70%,2023,82810360.22,65049008.57,714596.66,111261,RAJSHAHI,SIRAJGANJ,SIRAJGANJ SADAR
972,AGRANI BANK PLC,11,SOMESHPUR,"FP33+7Q9, Shahid Sarwardi Rd, Sirajganj","24.45344600552385, 89.70456964626506",194059,1.07%,2023,125856871.1,98862807.35,1086058.54,111262,RAJSHAHI,SIRAJGANJ,BELKUCHI
973,AGRANI BANK PLC,11,STATION ROAD,"JM Sengupta Road, Chandpur 3600","23.218634396514812, 90.66538375438712",65229,0.23%,2023,36359770.35,28561245.31,313759.9,111264,RAJSHAHI,SIRAJGANJ,SIRAJGANJ SADAR
974,AGRANI BANK PLC,11,TALGACHI BAZAR,"Talgachi Bazar, Garadah, Shahjadpur, Sirajganj 6770","24.239240487831026, 89.57206724231287",129047,0.71%,2023,83693573.28,65742788.11,722218.18,111265,RAJSHAHI,SIRAJGANJ,SHAHJADPUR
975,AGRANI BANK PLC,11,ULLAPARA,"Ullapara, Sirajganj 6761","24.186916341301664, 89.59114468832806",540156,2.98%,2023,350317462.7,275180588.2,3022999.62,111266,RAJSHAHI,SIRAJGANJ,ULLAPARA
976,AGRANI BANK PLC,11,SHAHJADPUR,"Monirampur Bazar, Shahzadpur, Sirajganj 6770","24.25033954852025, 89.57397910617374",561076,3.10%,2023,363885101.2,285838209.2,3140079.04,111267,RAJSHAHI,SIRAJGANJ,SHAHJADPUR
977,AGRANI BANK PLC,11,PIRGANJ,"Purba Chowrasta, Pirganj, Thakurgaon","25.857144800032422, 88.36046893909946",385499,3.75%,2023,204974481.6,161011095.4,1768789.3,111280,RANGPUR,THAKURGAON,PIRGANJ
978,AGRANI BANK PLC,11,HARIPUR,"Jibanpur, Haripur, Thakurgaon 5130","25.81565012288531, 88.13771473277646",101658,0.99%,2023,54052788.34,42459425.16,466438.52,111281,RANGPUR,THAKURGAON,HARIPUR
979,AGRANI BANK PLC,11,MUNSHIRHAT,"Degaldi, Munshirhat Bazar, Matlab South, Chandpur 3640","23.353981096212305, 90.7072199514237",244006,0.86%,2023,136014087.5,106841481.2,1173708.36,111282,RANGPUR,THAKURGAON,THAKURGAON SADAR
980,AGRANI BANK PLC,11,THAKURGAON,"Bangabandhu Road, Thakurgaon 5100","26.031951870058126, 88.4642000409571",185993,1.81%,2023,98894536.61,77683414.76,853392.07,111283,RANGPUR,THAKURGAON,THAKURGAON SADAR
1,AGRANI BANK PLC,11,BANDARBAN,"Bandarban Bazar, Bandarban Sadar, Bandarban","22.19705835921985, 92.21739563902193",88282,0.31%,2022,41443379.68,34045853.34,683132.63,110001,CHATTOGRAM,BANDARBAN,BANDARBAN SADAR
2,AGRANI BANK PLC,11,MEDICAL COLLEGE,"Tomchon Bridge, Comilla Medical College, Cumilla","23.452577976390913, 91.19559055793324",30993,0.11%,2022,14549620.38,11952554.19,239828.91,110002,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
3,AGRANI BANK PLC,11,KACHUA BAZAR,"Kachua, Chandpur","23.34319305635428, 90.89675806098022",382139,1.35%,2022,179392533.8,147371472.7,2957019.79,110003,CHATTOGRAM,CHANDPUR,KACHUA
4,AGRANI BANK PLC,11,SHIBPUR,"Nabinagar, Brahmanbaria 3410","23.843467767287127, 91.0378826545023",108574,0.38%,2022,50969301.19,41871424.74,840153.32,110004,CHATTOGRAM,BRAHMANBARIA,NABINAGAR
5,AGRANI BANK PLC,11,CHATORI CHOWMUHUNI,"Hajirhat, Jeori, Anwara, Chittagong 4376","22.255398473559847, 91.86720087422593",46624,0.16%,2022,21887298.39,17980477.38,360779.64,110005,CHATTOGRAM,CHATTOGRAM,ANWARA
6,AGRANI BANK PLC,11,BANGURA BAZAR,"Nabinagar, Brahmanbaria 3410","23.874411621946578, 91.036168596758",74028,0.26%,2022,34751796.27,28548698.69,572831.81,110006,CHATTOGRAM,BRAHMANBARIA,NABINAGAR
7,AGRANI BANK PLC,11,BITGHAR,"Nabinagar, Brahmanbaria 3410","23.83987292777118, 91.03788521055506",88833,0.31%,2022,41702155.52,34258438.42,687398.17,110007,CHATTOGRAM,BRAHMANBARIA,NABINAGAR
8,AGRANI BANK PLC,11,BRAHMANBARIA,"Court Road, Brahmanbaria 3400","23.97499540935636, 91.10976409348875",234897,0.83%,2022,110270927.2,90587877.78,1817652.65,110008,CHATTOGRAM,BRAHMANBARIA,BRAHMANBARIA SADAR
9,AGRANI BANK PLC,11,LALPUR BAZAR,"Ashugaj Bazar, Brahmanbaria 3402","24.047124488843806, 91.00893962213064",113812,0.40%,2022,53428272.55,43891476.65,880685.81,110010,CHATTOGRAM,BRAHMANBARIA,ASHUGANJ
10,AGRANI BANK PLC,11,NABINAGAR,"Nabinagar, Brahmanbaria 3410","23.851689308090105, 90.84530579161542",493518,1.74%,2022,231678641.8,190324657.9,3818878.71,110011,CHATTOGRAM,BRAHMANBARIA,NABINAGAR
11,AGRANI BANK PLC,11,JAGAT BAZAR,"Jagath Bazar, Brahmanbaria 3400","23.9742147522547, 91.11464821422152",104399,0.37%,2022,49009300.95,40261279.01,807845.62,110012,CHATTOGRAM,BRAHMANBARIA,BRAHMANBARIA SADAR
12,AGRANI BANK PLC,11,BANCHHARAMPUR,"Bancharampur, Brahmanbaria 3420","23.877915391102103, 90.84694846631689",298430,1.05%,2022,140095917.6,115089191.6,2309273.37,110013,CHATTOGRAM,BRAHMANBARIA,BANCHARAMPUR
13,AGRANI BANK PLC,11,SALIMGONJ,"Nabinagar, Brahmanbaria 3410","23.85348344275541, 90.8472978625024",64157,0.23%,2022,30118223.43,24742205.53,496454.23,110014,CHATTOGRAM,BRAHMANBARIA,NABINAGAR
14,AGRANI BANK PLC,11,T. A. ROAD,"TA Road, Brahmanbaria 3400","23.971746543829717, 91.11105822000569",182698,0.64%,2022,85766276.67,70457238.27,1413729.84,110015,CHATTOGRAM,BRAHMANBARIA,BRAHMANBARIA SADAR
15,AGRANI BANK PLC,11,CHANDURA BAZAR,"Chandura Bazar, Brahmanbaria 3432","24.05813120281777, 91.23437119756962",257247,0.91%,2022,120762840.6,99207014.28,1990596.27,110016,CHATTOGRAM,BRAHMANBARIA,BIJOYNAGAR
16,AGRANI BANK PLC,11,ASHUGONJ,"Ashugaj Bazar, Brahmanbaria 3402","24.043730233465993, 91.00882246789558",66842,0.24%,2022,31378509.28,25777533.9,517228.17,110017,CHATTOGRAM,BRAHMANBARIA,ASHUGANJ
17,AGRANI BANK PLC,11,KASBA,"Kasba, Brahmanbaria 3460","23.74599987157141, 91.14782991021688",319221,1.12%,2022,149856110,123107217.2,2470155.66,110018,CHATTOGRAM,BRAHMANBARIA,KASBA
18,AGRANI BANK PLC,11,SHAHPUR,"Nabinagar, Brahmanbaria 3410","25.062896186666443, 90.02181796850499",59222,0.21%,2022,27801437.01,22838958.95,458265.45,110019,CHATTOGRAM,BRAHMANBARIA,NABINAGAR
19,AGRANI BANK PLC,11,AKHAURA,"Sarak Bazar, Akhaura, Brahmanbaria 3450","23.97485940338975, 91.1096754376352",145215,0.51%,2022,68170186.23,56002000.33,1123684.39,110020,CHATTOGRAM,BRAHMANBARIA,AKHAURA
20,AGRANI BANK PLC,11,BABURHAT,"Baburhat Bazar, Chandpur 3602","23.258199989147307, 90.69490828296618",79206,0.28%,2022,37182821.67,30545792.92,612903.65,110021,CHATTOGRAM,CHANDPUR,CHANDPUR SADAR
21,AGRANI BANK PLC,11,BELTALI BAZAR,"Badarpur, Beltali Bazar Matlab North, Chandpur 3640","23.34610223749626, 90.70696928137234",82828,0.29%,2022,38882999.22,31942493.57,640928.56,110022,CHATTOGRAM,CHANDPUR,MATLAB UTTAR
22,AGRANI BANK PLC,11,CHANDRA BAZAR,"South Balia, Bakharpur, Chandpur 3651","23.20931193415937, 90.73898432618105",69888,0.25%,2022,32808372.07,26952170.22,540797.34,110023,CHATTOGRAM,CHANDPUR,CHANDPUR SADAR
